id,activity_new,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_first_activ,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn,price_p1_var,price_p2_var,price_p3_var,price_p1_fix,price_p2_fix,price_p3_fix,ewxeelcelemmiwuafmddpobolfuxioce,kamkkxfxxuwbdslkwifmmcsiusiuosws,ldkssxwpmemidmecebumciepifcamkci,lxidpiddsbxsbosboudacockeimpuepw,usapbepcfoloekilkwsdiboslwaxobdp,epumfxlbckeskwekxbiuasklxalciiuu,ewpakwlliwisiwduibdlfmalxowmwpci,fixdbufsefwooaasfcxdxadsiekoceaa,foosdfpfkusacimwkcsosbicdxkicaua,lmkebamcaaclubfxadlmueccxoimlema,sddiedcslfslkckwlfkdpoeeailfpeds,usilxuppasemubllopkaafesmlibmsdf
0004351ebdd665e6ee664792efc4fd13,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,4060.0,0.0,0.0,2009-08-06,2016-06-21,2009-08-06,6/21/2013,6/23/2015,597.77,0.0,0.0,6.84,0.142065,0.0,44.31137796,0.0,0.0,24.42,24.42,1.0,61.58,6.0,13.2,,0.14642650000000001,0.0,0.0,44.38545036,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0013f326a839a2f6ad87a1859952d227,duiwascsdupcmdfkspbukuuaklsawmmc,foosdfpfkusacimwkcsosbicdxkicaua,267414.0,0.0,19394.0,2013-02-22,2016-02-22,2013-02-22,10-07-2014,2/26/2015,3077.34,1760.0,0.0,144.86,0.11863599999999999,0.10175,40.606701,0.0,195.2,30.0,30.0,1.0,341.58,3.0,20.0,,0.12607591666666668,0.10554191666666668,0.07492066666666665,40.728885,24.437330040000006,16.291554959999996,0,0,0,1,0,0,0,0,1,0,0,0
002dc7935f7b6f855aaa3d1bd242ab9a,apdekpcbwosbxepsfxclislboipuxpop,epumfxlbckeskwekxbiuasklxalciiuu,6542.0,0.0,951.0,2013-06-14,2016-06-14,2013-06-14,5/14/2014,6/21/2015,667.16,951.0,0.0,131.76,0.11285999999999999,0.09652100000000001,40.606701,0.0,94.06,37.68,37.68,1.0,63.1,3.0,20.785,,0.1206825833333333,0.10017191666666664,0.07084800000000001,40.728885,24.437330040000006,16.291554959999996,0,0,1,0,0,1,0,0,0,0,0,0
003fb333060c256bff67d8d550bff1fa,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,10026.0,19143.0,817.0,2009-07-10,2016-07-10,2009-07-10,07-10-2009,07-12-2015,994.53,817.0,0.0,131.01,0.115174,0.098837,40.606701,1.0,80.28,21.56,21.56,2.0,111.1,7.0,17.25,,0.12272558333333328,0.10218499999999996,0.07277766666666667,40.63385149999999,24.38030914,16.25354035999999,0,0,1,0,0,0,0,0,0,0,0,0
00ccb1f5828d8ed38e8be755e092eb9a,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,642.0,0.0,141.0,2012-04-27,2016-04-27,2012-04-27,4/27/2012,4/28/2015,96.44,141.0,0.0,18.37,0.14571099999999998,0.0,44.31137796,0.0,20.81,28.6,28.6,1.0,8.64,4.0,13.856,,0.1505598333333333,0.0,0.0,44.38545036,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
011c52e04d71258afea1b8d72bb81f51,kmxccaddbdpaaolkbidlobeefsbbcxca,foosdfpfkusacimwkcsosbicdxkicaua,13755.0,0.0,1369.0,2010-07-16,2016-07-16,2010-07-16,7/16/2010,7/17/2015,1451.21,1369.0,0.0,144.2,0.115174,0.098837,40.606701,0.0,138.79,24.6,24.6,1.0,155.83,6.0,23.1,,0.12272558333333328,0.10218499999999996,0.07277766666666667,40.63385149999999,24.38030914,16.25354035999999,0,0,0,1,0,0,0,0,1,0,0,0
02502c644e3ef9a7f5759f6887365b2b,apdekpcbwosbxepsfxclislboipuxpop,ewpakwlliwisiwduibdlfmalxowmwpci,28026.0,0.0,4511.0,2012-03-02,2016-03-02,2012-03-02,03-02-2012,03-09-2015,4092.25,4511.0,0.0,16.03,0.144149,0.0,44.31137796,0.0,656.08,21.34,21.34,1.0,377.94,4.0,10.392000000000001,,0.14792583333333334,0.0,0.0,44.26693035999998,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0
02e00b381bf94fb579962ecc1de5a397,kmkacdccelocksmlpallpcwpiicoewsw,foosdfpfkusacimwkcsosbicdxkicaua,20671.0,0.0,0.0,2008-08-21,2016-09-07,2008-08-21,12/15/2015,09-08-2015,1636.97,0.0,0.0,319.23,0.097493,0.089216,58.99595196,0.0,0.0,-9.33,-9.33,1.0,147.52,7.0,52.0,,0.10576975,0.09445908333333332,0.06994233333333333,59.03539751000002,36.40554319999999,8.348206839999998,0,0,0,1,0,0,0,0,1,0,0,0
03063f5304d08d6ae26d662ff7ab12b9,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,4886.0,24209.0,0.0,2011-06-28,2016-06-28,2011-06-28,4/29/2015,07-04-2015,731.26,0.0,0.0,17.4,0.145137,0.0,44.31137796,1.0,0.0,16.92,16.92,3.0,72.21,5.0,10.392000000000001,,0.14946749999999998,0.0,0.0,44.35582036,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
031266dfcbad22e44062a9270f94e72d,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,2664.0,0.0,0.0,2012-06-09,2016-07-07,2012-06-09,5/23/2015,07-09-2015,391.16,0.0,0.0,16.22,0.14317,0.0,44.31137796,0.0,0.0,14.64,14.64,1.0,35.21,4.0,10.392000000000001,,0.14667016666666666,0.0,0.0,44.35582036,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
034b4d51a366c7ab33310adb21f84960,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1049.0,0.0,0.0,2012-06-18,2016-07-04,2012-06-18,5/23/2015,07-08-2015,154.49,0.0,0.0,0.0,0.14317,0.0,44.31137796,0.0,0.0,16.85,16.85,1.0,17.27,4.0,12.0,,0.14667016666666666,0.0,0.0,44.35582036,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
04320a200cc8cfaacb19418bfd08cde1,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,39586.0,0.0,0.0,2010-07-10,2016-07-10,2010-07-10,07-10-2010,07-12-2015,371.8,0.0,0.0,15.96,0.144902,0.0,44.31137796,0.0,0.0,14.64,14.64,1.0,35.19,6.0,10.39,,0.14878474999999994,0.0,0.0,44.34100546,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
044a84590dc1cffe283de7837d7d4ce1,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,5352.0,0.0,168.0,2013-03-15,2016-03-15,2013-03-15,3/15/2013,3/16/2015,587.39,168.0,0.0,12.49,0.16405799999999998,0.086163,44.31137796,0.0,22.42,23.76,23.76,1.0,92.3,3.0,10.392000000000001,,0.16847991666666662,0.08649974999999999,0.0,44.40026526000001,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
048815470756820fb677078df26afdd9,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,96490.0,0.0,11094.0,2010-11-03,2016-11-03,2010-11-03,11-03-2010,11-04-2015,1007.52,751.0,0.0,131.76,0.11523699999999999,0.100123,40.9390266,0.0,75.66,18.33,18.33,1.0,120.07,5.0,17.25,,0.12406833333333335,0.10373441666666663,0.07352883333333331,40.60732529999999,24.37550294,16.259594159999995,0,1,0,0,0,0,0,0,0,1,0,0
04b5c5ca9c48b3518d7c1b0eb46b0c19,piaosodsowlfpxipbiudiiwuikoeiisd,usilxuppasemubllopkaafesmlibmsdf,3181.0,0.0,759.0,2012-02-16,2016-04-11,2012-02-16,2/16/2012,04-12-2015,465.22,759.0,0.0,16.9,0.142065,0.0,44.31137796,0.0,108.7,21.48,21.48,1.0,42.29,4.0,10.392000000000001,,0.14642650000000001,0.0,0.0,44.38545036,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1
06389c453a13410620a586b71d04231f,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,10717.0,0.0,2226.0,2010-06-18,2016-06-18,2010-06-18,6/18/2010,6/23/2015,1098.85,2226.0,0.0,16.61,0.16463699999999998,0.087381,44.31137796,0.0,246.56,20.2,20.2,1.0,120.3,6.0,13.856,,0.16779716666666664,0.08611425,0.0,44.35582046000001,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
069f8223fc2d74fb46661f090608b912,kmxccaddbdpaaolkbidlobeefsbbcxca,foosdfpfkusacimwkcsosbicdxkicaua,24165.0,0.0,1038.0,2009-10-07,2016-10-07,2009-10-07,10-07-2009,10-09-2015,699.62,0.0,0.0,6.83,0.144902,0.0,44.31137796,0.0,0.0,9.92,9.92,1.0,62.6,6.0,13.2,,0.14971166666666666,0.0,0.0,44.29656036,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
07b045545ad85be0bb2bb001055433d9,plflscsfepabwxekcdlecbilsbxakwsd,foosdfpfkusacimwkcsosbicdxkicaua,7437.0,0.0,1769.0,2011-07-28,2016-07-28,2011-07-28,7/28/2011,7/29/2015,768.93,1769.0,0.0,161.94,0.115174,0.098837,40.606701,0.0,178.17,22.31,22.31,1.0,74.16,5.0,16.5,,0.12272558333333328,0.10218499999999996,0.07277766666666667,40.63385149999999,24.38030914,16.25354035999999,0,0,1,0,0,0,0,0,0,0,0,0
07fe8b7d5fb165553ed47cd053ff00e6,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,643070.0,0.0,53770.0,2012-03-27,2016-03-27,2012-03-27,3/27/2012,3/29/2015,4745.13,0.0,0.0,144.38,0.11690999999999999,0.10057200000000001,40.606701,0.0,0.0,27.09,27.09,1.0,550.38,4.0,20.0,,0.1251933333333333,0.10506866666666667,0.07578025000000001,40.68815609999999,24.412892700000004,16.275263399999996,0,0,0,1,0,0,0,0,1,0,0,0
087582129b59aaf28fcd19695e59d98f,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,5054.0,4944.0,0.0,2013-06-03,2016-06-03,2013-06-03,,06-10-2015,754.01,0.0,0.0,18.62,0.14571099999999998,0.0,44.31137796,1.0,0.0,24.4,24.4,2.0,73.4,3.0,15.0,,0.14858433333333332,0.0,0.0,44.35582026,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
0882bc6561d573f64d9ac82ec2729059,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,2339.0,0.0,161.0,2012-01-23,2016-10-02,2012-01-23,10-02-2014,10-04-2015,337.09,161.0,0.0,13.89,0.140621,0.0,44.31137796,0.0,22.89,7.8,7.8,1.0,25.67,4.0,10.392000000000001,,0.14401158333333333,0.0,0.0,44.31137546,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
098b49e16d2ae5eba9c342cf80a4787a,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,21877.0,0.0,2749.0,2013-01-28,2016-12-17,2013-01-28,10/30/2015,12/18/2015,232.5,196.0,30.0,18.32,0.182936,0.0,47.80087836,0.0,36.2,35.54,35.54,2.0,-1.17,3.0,10.5,,0.18995925,0.0,0.0,45.97354216,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
09bc26c22b49474f3d834ec83b4b34c4,mkauefdplcsocbdeeopxiiuoumpawpds,foosdfpfkusacimwkcsosbicdxkicaua,68238.0,226840.0,5617.0,2005-05-01,2016-05-01,2005-05-01,05-01-2005,05-02-2015,6835.86,5617.0,0.0,145.95,0.11332300000000001,0.096984,40.606701,1.0,542.01,18.18,18.18,2.0,595.24,11.0,26.4,,0.12122066666666664,0.10083033333333333,0.07171883333333336,40.66100349999999,24.39660114,16.264402359999995,0,0,1,0,0,0,0,0,0,0,0,0
0a1a1bfd61ced6f1d210ed402dd1ee97,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,29211.0,0.0,5119.0,2012-10-26,2016-10-25,2012-10-26,10/26/2012,10/28/2015,766.55,1094.0,0.0,16.86,0.146348,0.0,45.80687796,0.0,161.78,18.12,18.12,1.0,72.53,3.0,10.39,,0.14677516666666668,0.0,0.0,44.54656036,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
0b81e05fd0c98d41367645f1dd7a29a9,cluecxlameloamldmasudocsbmaoamdw,usilxuppasemubllopkaafesmlibmsdf,47371.0,0.0,284.0,2011-11-03,2016-11-03,2011-11-03,6/27/2014,11-05-2015,887.44,0.0,0.0,62.19,0.147506,0.0,45.30837756,0.0,0.0,16.92,16.92,1.0,87.32,4.0,13.2,,0.15125666666666662,0.0,0.0,44.52804326,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1
0c5c69ec4f2bf0214ad5dcd9c9057d61,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,2496.0,1070.0,344.0,2012-07-05,2016-07-05,2012-07-05,07-05-2012,07-08-2015,251.19,344.0,0.0,129.02,0.11690999999999999,0.10057200000000001,40.606701,1.0,34.75,23.47,23.47,3.0,30.14,4.0,17.320999999999998,,0.12547399999999995,0.10493341666666672,0.07552608333333334,40.63385149999999,24.38030914,16.25354035999999,0,0,0,1,0,0,0,0,1,0,0,0
0d34e8c568f16521abfadee0a2f57254,lkeudbeowbapkpfodoxacpwdpaeuwxcx,foosdfpfkusacimwkcsosbicdxkicaua,37912.0,0.0,0.0,2012-11-28,2016-11-28,2012-11-28,9/19/2015,11/29/2015,1710.14,0.0,0.0,38.77,0.162133,0.083489,44.31137796,0.0,0.0,8.8,8.8,1.0,108.26,3.0,13.2,,0.1652748333333333,0.08378508333333333,0.0,44.32619036,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
0e9534a8931bd6e63f12a888d1c43476,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,9.0,0.0,0.0,2011-03-16,2016-03-16,2011-03-16,3/16/2011,3/18/2015,1.38,0.0,0.0,21.97,0.14669400000000002,0.0,44.31137796,0.0,0.0,23.76,23.76,1.0,0.15,5.0,10.392000000000001,,0.1512100833333333,0.0,0.0,44.40026526000001,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0ec123110193f195d290385fa3a35e67,lwuamescopimpiefllxsdbopkbwpxucm,foosdfpfkusacimwkcsosbicdxkicaua,53520.0,248621.0,6179.0,2005-04-06,2016-04-06,2005-04-06,04-06-2005,04-08-2015,5389.17,6179.0,0.0,131.76,0.11332300000000001,0.096984,40.606701,1.0,598.22,18.54,18.54,2.0,474.03,11.0,23.5,,0.12119225,0.10087725,0.07191316666666668,40.6745798,24.404746920000004,16.269832879999996,0,0,1,0,0,0,0,0,0,0,0,0
0f14a29e1d966d525db63cada2677850,ckfxocssowaeipxueikxcmaxdmcduxsa,ewpakwlliwisiwduibdlfmalxowmwpci,909.0,0.0,41.0,2013-04-19,2016-04-19,2013-04-19,4/19/2013,4/21/2015,90.36,41.0,0.0,131.46,0.118646,0.10230800000000001,40.606701,1.0,3.99,61.16,61.16,2.0,16.19,3.0,30.0,,0.12629291666666662,0.10597858333333332,0.0770135,40.6745798,24.404746920000004,16.269832879999996,0,0,1,0,0,0,1,0,0,0,0,0
0f2f48dc0ee6373a277decdf47de4fca,kwuslieomapmswolewpobpplkaooaaew,foosdfpfkusacimwkcsosbicdxkicaua,67799.0,0.0,5571.0,2010-06-03,2016-06-03,2010-06-03,06-03-2010,06-08-2015,6868.75,5571.0,0.0,145.2,0.11332300000000001,0.096984,40.606701,0.0,548.92,13.48,13.48,1.0,626.87,6.0,23.1,,0.12124908333333333,0.10078341666666664,0.07152450000000002,40.6474272,24.388455360000005,16.258971839999994,0,0,0,1,0,0,0,0,1,0,0,0
0f48c9524f5f7030abf45244fcc22e1a,xffaaufximocoapsmwpfwpmbbifdbdea,foosdfpfkusacimwkcsosbicdxkicaua,14617.0,0.0,1561.0,2011-01-11,2016-02-08,2011-01-11,01-11-2011,02-09-2015,1505.41,1561.0,0.0,129.61,0.1169,0.10001499999999999,40.606701,0.0,151.06,39.96,39.96,1.0,162.75,5.0,20.0,,0.12433841666666673,0.10379374999999998,0.07316033333333331,40.70173239999999,24.421038480000004,16.280693919999994,0,0,0,1,0,0,0,0,1,0,0,0
104a7f854b7366fa9b57c44668c32df2,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,3761.0,0.0,410.0,2010-01-01,2017-01-01,2010-01-01,05-09-2014,01-02-2016,376.47,410.0,0.0,131.76,0.11690199999999999,0.10001499999999999,40.606701,0.0,40.3,51.96,51.96,1.0,40.6,6.0,20.78,,0.12454574999999996,0.10398333333333333,0.07347816666666666,40.728885,24.437330040000006,16.291554959999996,0,1,0,0,0,0,0,0,1,0,0,0
1115a8e5e95b744060344b3ddd76f287,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,46283.0,0.0,0.0,2012-08-24,2017-01-11,2012-08-24,01-11-2016,8/25/2015,4707.09,0.0,30.0,117.17,0.157877,0.135732,41.1052014,0.0,0.0,152.64,152.64,2.0,347.47,3.0,43.648,,0.12443191666666666,0.10381658333333334,0.07426116666666667,40.62027549999999,24.37216314,16.248109359999994,0,0,0,1,0,0,0,0,1,0,0,0
11ecec78de5846f0f5357f5912d53602,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,4066.0,109556.0,0.0,2010-04-05,2016-04-05,2010-04-05,04-05-2010,04-06-2015,610.87,0.0,0.0,19.67,0.14571099999999998,0.0,44.31137796,1.0,0.0,27.32,27.32,2.0,56.53,6.0,13.2,,0.14997116666666666,0.0,0.0,44.38545036,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0
135e3638c6c4de607be64e815687c9ba,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,8293.0,0.0,813.0,2010-02-09,2016-02-09,2010-02-09,12/15/2015,02-11-2015,1246.05,813.0,0.0,9.71,0.143805,0.0,44.31137796,0.0,117.39,27.6,27.6,1.0,139.4,6.0,11.0,,0.1504603333333333,0.0,0.0,44.26693045999999,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
13d36f527775c0cc144e63e661b00fb6,clbkplmouokdpxiwxebwculxxsdiuwap,foosdfpfkusacimwkcsosbicdxkicaua,13139.0,12223.0,1758.0,2010-02-16,2016-02-26,2010-02-16,2/26/2015,2/18/2015,1726.73,1758.0,30.0,130.67,0.161936,0.13633599999999998,41.1052014,1.0,232.51,64.68,64.68,3.0,93.93,6.0,18.5,,0.16265524999999995,0.13482625000000004,0.0950955,41.11839939999999,24.83770548,16.697360919999998,0,0,0,1,0,0,0,0,0,0,0,0
14429958216f2dd349f2ce301ad52e33,duiwascsdupcmdfkspbukuuaklsawmmc,foosdfpfkusacimwkcsosbicdxkicaua,42528.0,52514.0,0.0,2009-09-08,2016-11-08,2009-09-08,11-08-2013,11-09-2015,4656.22,0.0,0.0,126.41,0.11523699999999999,0.100123,40.606701,1.0,0.0,5.94,5.94,2.0,532.91,6.0,31.5,,0.12387383333333335,0.10382141666666662,0.07365749999999997,40.60669949999999,24.36401714,16.242678359999996,0,0,0,1,0,0,0,0,1,0,0,0
14a6867602bf525537464ba14eb2e5d0,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,4012564.0,237673.0,469898.0,2010-03-08,2016-03-08,2010-03-08,7/30/2014,03-09-2015,4872.58,3062.0,0.0,16.44,0.156539,0.07928099999999999,44.31137796,1.0,316.67,-0.11,-0.11,2.0,202.48,6.0,10.35,,0.16162554545454547,0.08059736363636362,0.0,44.34773970545455,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
14adcf5e46130db097d0a86d3a85eff4,xfefpeffxidcliucwaufxsxalwodlmfo,foosdfpfkusacimwkcsosbicdxkicaua,3780.0,0.0,54.0,2008-08-08,2016-08-07,2008-08-08,08-08-2008,08-09-2015,327.88,54.0,0.0,284.91,0.10016699999999999,0.091892,58.99595196,0.0,4.75,-2.04,-2.04,1.0,44.61,7.0,13.2,,0.10679908333333334,0.09540608333333334,0.07081666666666668,59.01567400000002,36.39337875999999,8.345418079999996,0,0,1,0,0,0,0,0,0,0,0,0
14b7849fe13e423061eb3080f57845bf,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,20731.0,0.0,0.0,2011-07-20,2016-07-20,2011-07-20,7/20/2011,7/27/2015,230.12,0.0,0.0,16.73,0.14571099999999998,0.0,44.31137796,0.0,0.0,14.64,14.64,1.0,23.21,5.0,10.392000000000001,,0.14979741666666666,0.0,0.0,44.34100546,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
1615e49082642da2a965ef195d71cb66,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,17835.0,0.0,1785.0,2011-05-06,2016-05-06,2011-05-06,4/29/2015,5/14/2015,1830.38,1785.0,0.0,129.61,0.11634000000000001,0.099998,40.606701,0.0,177.92,21.27,21.27,1.0,219.74,5.0,20.0,,0.12481016666666662,0.10442025,0.07530774999999999,40.66100349999999,24.39660114,16.264402359999995,0,0,0,1,0,0,0,0,1,0,0,0
16e56a3aa41950979dede5650f6915fe,kkklcdamwfafdcfwofuscwfwadblfmce,lmkebamcaaclubfxadlmueccxoimlema,21211.0,0.0,1659.0,2010-01-05,2016-03-03,2010-01-05,01-05-2010,03-09-2015,1232.78,0.0,0.0,71.31,0.14669400000000002,0.0,44.31137796,0.0,0.0,37.56,37.56,1.0,128.42,6.0,15.0,,0.1507578333333333,0.0,0.0,44.26693035999998,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0
17e84c1bc19211777dfbb1cca8af94fc,cluecxlameloamldmasudocsbmaoamdw,foosdfpfkusacimwkcsosbicdxkicaua,463646.0,0.0,40551.0,2013-06-22,2016-10-09,2013-06-22,10-09-2013,10-11-2015,2858.82,0.0,0.0,117.54,0.11523699999999999,0.100123,40.606701,0.0,0.0,11.04,11.04,1.0,372.55,3.0,33.0,,0.12213983333333335,0.10208741666666664,0.07192275,40.60669949999999,24.36401714,16.242678359999996,0,0,0,1,0,0,0,0,1,0,0,0
186cbf7730d407b46a22f3df495fea02,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,10229.0,11893.0,0.0,2009-08-01,2016-12-16,2009-08-01,12/16/2015,2/23/2015,1516.57,0.0,0.0,16.12,0.143459,0.0,45.30837756,1.0,0.0,15.2,15.2,3.0,119.41,6.0,13.856,,0.14771616666666665,0.0,0.0,44.36507855999998,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
1887bd742de339c0a9b3bee4e3d1d86a,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,1028195.0,0.0,120753.0,2011-02-01,2016-01-31,2009-07-17,08-01-2014,02-09-2015,93.52,8.0,0.0,253.15,0.1169,0.10001499999999999,40.606701,0.0,0.74,42.48,42.48,1.0,13.62,5.0,17.0,,0.1242236363636364,0.10381436363636362,0.07345136363636362,40.728885,24.437330040000006,16.291554959999996,0,0,0,1,0,0,0,0,0,1,0,0
18e4550696e76df407bade36d8e781ba,apdekpcbwosbxepsfxclislboipuxpop,usilxuppasemubllopkaafesmlibmsdf,11114.0,0.0,0.0,2011-08-24,2016-08-24,2011-08-24,8/24/2011,8/25/2015,1638.76,0.0,0.0,16.84,0.14316600000000002,0.0,44.31137796,0.0,0.0,14.04,14.04,1.0,147.63,4.0,13.2,,0.14724283333333332,0.0,0.0,44.34100536,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1
18f76958bfb9ed293c84dbe2da558057,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,21037.0,0.0,1186.0,2010-01-19,2016-03-02,2010-01-19,1/19/2010,03-06-2015,368.05,-520.0,0.0,129.61,0.1169,0.10001499999999999,40.606701,0.0,-49.69,34.01,34.01,1.0,38.76,6.0,15.01,,0.12417433333333334,0.10363816666666664,0.07286524999999998,40.68815609999999,24.412892700000004,16.275263399999996,0,0,0,1,0,0,0,0,1,0,0,0
19b27ad1bb5a6dcee15ba21fabf5c71a,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,3931.0,20731.0,0.0,2010-01-15,2017-01-15,2010-01-15,1/15/2010,1/17/2016,556.46,0.0,0.0,17.13,0.14669400000000002,0.0,44.31137796,1.0,0.0,33.12,33.12,3.0,57.87,6.0,13.2,,0.15064316666666666,0.0,0.0,44.26693045999999,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
